movie_id,title,rating_count,mean_rating
902,big lebowski the,42,3.8333
903,afterglow,18,3.1111
904,ma vie en rose my life in pink,20,3.45
905,great expectations,27,3.2222
906,oscar  lucinda,21,3.1905
907,vermin,2,2.0
908,half baked,20,2.5
909,dangerous beauty,13,3.7692
910,nil by mouth,4,2.0
911,twilight,4,2.5
912,us marshalls,9,3.0
913,love and death on long island,2,2.5
914,wild things,11,2.7273
915,primary colors,13,3.9231
916,lost in space,18,3.1667
917,mercury rising,7,3.4286
918,city of angels,8,3.0
919,city of lost children the,96,3.7917
920,two bits,5,2.2
921,farewell my concubine,46,3.9783
922,dead man,34,3.8235
923,raise the red lantern,58,4.1552
924,white squall,85,3.4
925,unforgettable,34,3.3235
926,down periscope,101,2.703
927,flower of my secret the flor de mi secreto la,6,3.1667
928,craft the,104,3.1154
929,harriet the spy,40,2.7
930,chain reaction,80,2.7
931,island of dr moreau the,57,2.1579
932,first kid,40,2.925
933,funeral the,21,2.4286
934,preachers wife the,68,2.9265
935,paradise road,7,3.2857
936,brassed off,32,3.9375
937,thousand acres a,37,3.4054
938,smile like yours a,25,2.88
939,murder in the first,60,3.6
940,airheads,32,2.3438
941,with honors,46,3.0652
942,whats love got to do with it,45,3.4889
943,killing zoe,40,3.475
944,renaissance man,43,3.0
945,charade,40,3.925
946,fox and the hound the,61,3.1475
947,big blue the grand bleu le,17,3.2353
948,booty call,48,2.1667
949,how to make an american quilt,71,3.338
950,georgia,30,2.9
951,indian in the cupboard the,39,2.8205
952,blue in the face,45,3.1778
953,unstrung heroes,22,3.3182
954,unzipped,11,3.5455
955,before sunrise,49,3.4082
956,nobodys fool,46,3.6087
957,pushing hands,2,2.0
958,to live huozhe,14,3.7857
959,dazed and confused,64,3.4688
960,naked,25,3.24
961,orlando,34,3.6176
962,ruby in paradise,23,3.1304
963,some folks call it a sling blade,41,4.2927
964,month by the lake a,9,3.3333
965,funny face,21,3.6667
966,affair to remember an,26,4.1923
967,little lord fauntleroy,12,3.1667
968,inspector general the,18,3.7222
969,winnie the pooh and the blustery day,75,3.8
970,hear my song,8,3.25
971,mediterraneo,34,3.6765
972,passion fish,28,3.1786
973,grateful dead,4,3.5
974,eye for an eye,32,3.0312
975,fear,44,3.1591
976,solo,12,1.8333
977,substitute the,49,2.6939
978,heavens prisoners,27,2.5185
979,trigger effect the,35,3.2
980,mother night,22,3.1818
981,dangerous ground,8,1.75
982,maximum risk,20,2.8
983,rich mans wife the,15,2.4
984,shadow conspiracy,44,2.8636
985,blood  wine,22,2.8636
986,turbulence,23,2.5652
987,underworld,4,2.5
988,beautician and the beast the,86,2.314
989,cats dont dance,32,2.8438
990,anna karenina,33,3.0909
991,keys to tulsa,25,2.24
992,head above water,4,3.0
993,hercules,66,3.5152
994,last time i committed suicide the,7,2.2857
995,kiss me guido,31,3.1613
996,big green the,14,2.5
997,stuart saves his family,16,2.125
998,cabin boy,16,2.5625
999,clean slate,10,2.8
1000,lightning jack,10,3.0
1001,stupids the,17,2.0
1002,pest the,8,1.875
1003,that darn cat,8,2.25
1004,geronimo an american legend,9,3.1111
1005,double vie de véronique la double life of veronique the,22,3.6818
1006,until the end of the world bis ans ende der welt,23,2.8261
1007,waiting for guffman,47,4.1277
1008,i shot andy warhol,37,3.3784
1009,stealing beauty,64,3.375
1010,basquiat,44,3.25
1011,2 days in the valley,93,3.2258
1012,private parts,100,3.53
1013,anaconda,38,2.2895
1014,romy and micheles high school reunion,98,3.0612
1015,shiloh,12,2.8333
1016,con air,137,3.4599
1017,trees lounge,50,3.24
1018,tie me up tie me down,32,3.1875
1019,die xue shuang xiong killer the,31,3.9677
1020,gaslight,35,3.8857
1021,8 12,38,3.8158
1022,fast cheap  out of control,32,3.4375
1023,fathers day,31,2.5806
1024,mrs dalloway,15,3.6
1025,fire down below,44,2.9318
1026,lay of the land the,4,2.5
1027,shooter the,3,2.6667
1028,grumpier old men,148,3.0405
1029,jury duty,14,2.0
1030,beverly hillbillies the,20,2.25
1031,lassie,7,2.2857
1032,little big league,16,2.875
1033,homeward bound ii lost in san francisco,32,2.7812
1034,quest the,27,2.5185
1035,cool runnings,68,3.1618
1036,drop dead fred,24,2.75
1037,grease 2,24,2.0
1038,switchback,17,2.8235
1039,hamlet,90,4.0111
1040,two if by sea,25,2.6
1041,forget paris,62,3.1935
1042,just cause,28,3.1429
1043,rentakid,8,3.0
1044,paper the,40,3.225
1045,fearless,25,3.24
1046,malice,46,3.1739
1047,multiplicity,134,2.8358
1048,shes the one,73,3.0137
1049,house arrest,25,2.52
1050,ghost and mrs muir the,43,3.6512
1051,associate the,41,3.2439
1052,dracula dead and loving it,25,2.28
1053,now and then,24,3.4583
1054,mr wrong,23,2.3043
1055,simple twist of fate a,10,3.2
1056,cronos,10,3.2
1057,pallbearer the,22,2.3182
1058,war the,15,3.2667
1059,dont be a menace to south central while drinking your juice in the hood,35,2.7714
1060,adventures of pinocchio the,39,3.0513
1061,evening star the,29,2.931
1062,four days in september,12,3.75
1063,little princess a,41,3.6585
1064,crossfire,4,4.25
1065,koyaanisqatsi,53,3.4906
1066,balto,16,3.0
1067,bottle rocket,44,3.4545
1068,star maker the uomo delle stelle l,12,3.1667
1069,amateur,18,3.1667
1070,living in oblivion,27,3.7407
1071,party girl,16,2.875
1072,pyromaniacs love story a,7,2.4286
1073,shallow grave,66,3.8182
1074,reality bites,77,2.961
1075,man of no importance a,7,3.4286
1076,pagemaster the,12,2.25
1077,love and a 45,8,3.125
1078,oliver  company,22,2.7727
1079,joes apartment,45,2.2444
1080,celestial clockwork,2,4.0
1081,curdled,8,2.75
1082,female perversions,8,2.625
1083,albino alligator,6,2.5
1084,anne frank remembered,21,3.8571
1085,carried away,11,3.0
1086,its my party,21,3.2857
1087,bloodsport 2,10,1.7
1088,double team,13,2.2308
1089,speed 2 cruise control,38,2.1316
1090,sliver,37,2.4054
1091,petes dragon,43,2.7209
1092,dear god,12,2.5
1093,live nude girls,23,3.087
1094,thin line between love and hate a,12,2.4167
1095,high school high,29,2.6207
1096,commandments,3,2.6667
1097,hate haine la,18,3.5
1098,flirting with disaster,42,3.6905
1099,red firecracker green firecracker,13,3.4615
1100,what happened was,8,2.625
1101,six degrees of separation,74,3.7703
1102,two much,7,2.4286
1103,trust,19,3.7895
1104,cest arrivé près de chez vous,4,3.0
1105,firestorm,18,2.8333
1106,newton boys the,4,3.0
1107,beyond rangoon,18,3.0556
1108,feast of july,5,2.4
1109,death and the maiden,28,3.4286
1110,tank girl,41,2.8537
1111,double happiness,7,3.4286
1112,cobb,15,2.8
1113,mrs parker and the vicious circle,22,3.2727
1114,faithful,10,3.3
1115,twelfth night,29,3.4138
1116,mark of zorro the,13,3.6154
1117,surviving picasso,19,3.1053
1118,up in smoke,47,3.2553
1119,some kind of wonderful,59,3.661
1120,im not rappaport,17,3.0
1121,umbrellas of cherbourg the parapluies de cherbourg les,21,3.7619
1122,they made me a criminal,1,5.0
1123,last time i saw paris the,3,3.6667
1124,farewell to arms a,12,3.8333
1125,innocents the,4,4.25
1126,old man and the sea the,32,3.3438
1127,truman show the,11,2.9091
1128,heidi fleiss hollywood madam ,13,2.6923
1129,chungking express,28,3.5714
1130,jupiters wife,1,4.0
1131,safe,13,4.0
1132,feeling minnesota,32,2.625
1133,escape to witch mountain,30,2.9667
1134,get on the bus,38,3.3158
1135,doors the,46,2.9783
1136,ghosts of mississippi,29,3.4828
1137,beautiful thing,29,3.9655
1138,best men,5,3.4
1139,hackers,33,2.6061
1140,road to wellville the,17,2.2941
1141,war room the,9,3.3333
1142,when we were kings,44,4.0455
1143,hard eight,15,4.0
1144,quiet room the,3,3.6667
1145,blue chips,9,2.6667
1146,calendar girl,3,2.0
1147,my family,21,3.6667
1148,tom  viv,9,3.3333
1149,walkabout,26,3.8462
1150,last dance,9,3.1111
1151,original gangstas,7,2.1429
1152,in love and war,28,3.4286
1153,backbeat,19,3.4737
1154,alphaville,12,3.3333
1155,rendezvous in paris rendezvous de paris les,3,3.3333
1156,cyclo,1,3.0
1157,relic the,25,2.88
1158,fille seule la a single girl,4,4.0
1159,stalker,11,3.5455
1160,love valour compassion,26,3.6154
1161,palookaville,13,2.9231
1162,phat beach,5,1.6
1163,portrait of a lady the,25,2.68
1164,zeus and roxanne,6,2.1667
1165,big bully,14,1.8571
1166,love  human remains,12,3.1667
1167,sum of us the,11,3.5455
1168,little buddha,22,3.3182
1169,fresh,10,4.1
1170,spanking the monkey,27,3.0741
1171,wild reeds,14,3.1429
1172,women the,15,3.6667
1173,bliss,7,2.5714
1174,caught,8,3.25
1175,hugo pool,5,3.4
1176,welcome to sarajevo,22,3.3636
1177,dunston checks in,7,1.8571
1178,major payne,19,2.4737
1179,man of the house,9,2.1111
1180,i love trouble,10,2.5
1181,low down dirty shame a,10,2.5
1182,cops and robbersons,13,2.3077
1183,cowboy way the,19,2.2105
1184,endless summer 2 the,10,2.5
1185,in the army now,18,2.2778
1186,inkwell the,3,3.3333
1187,switchblade sisters,13,3.2308
1188,young guns ii,44,2.7727
1189,prefontaine,3,5.0
1190,that old feeling,11,3.3636
1191,letter from death row a,3,4.3333
1192,boys of st vincent the,13,3.3846
1193,before the rain pred dozhdot,10,3.8
1194,once were warriors,31,4.0645
1195,strawberry and chocolate fresa y chocolate,11,3.2727
1196,savage nights nuits fauves les,3,3.0
1197,family thing a,45,3.5556
1198,purple noon,7,3.1429
1199,cemetery man dellamorte dellamore,23,2.8696
1200,kim,7,3.2857
1201,marlene dietrich shadow and light ,1,5.0
1202,maybe maybe not bewegte mann der,8,3.5
1203,top hat,21,4.0476
1204,to be or not to be,18,3.6111
1205,secret agent the,6,3.0
1206,amos  andrew,19,2.6842
1207,jade,17,2.2941
1208,kiss of death,20,2.85
1209,mixed nuts,15,2.5333
1210,virtuosity,38,2.7368
1211,blue sky,12,3.4167
1212,flesh and bone,6,2.8333
1213,guilty as sin,6,2.1667
1214,in the realm of the senses ai no corrida,9,2.0
1215,barb wire,30,1.9333
1216,kissed,6,3.0
1217,assassins,39,2.8718
1218,friday,26,3.4615
1219,goofy movie a,20,2.9
1220,higher learning,30,3.3333
1221,when a man loves a woman,39,3.4872
1222,judgment night,25,2.68
1223,king of the hill,4,3.5
1224,scout the,12,2.6667
1225,angus,14,2.6429
1226,night falls on manhattan,32,3.375
1227,awfully big adventure an,8,2.375
1228,under siege 2 dark territory,48,2.4583
1229,poison ivy ii,13,2.1538
1230,ready to wear pretaporter,18,1.8333
1231,marked for death,22,2.5
1232,madonna truth or dare,17,2.4706
1233,nénette et boni,6,3.5
1234,chairman of the board,8,2.375
1235,big bang theory the,1,4.0
1236,other voices other rooms,1,3.0
1237,twisted,6,3.5
1238,full speed,8,3.125
1239,cutthroat island,18,2.4444
1240,ghost in the shell kokaku kidotai,26,3.6538
1241,van the,6,2.6667
1242,old lady who walked in the sea the vieille qui marchait dans la mer la,5,2.6
1243,night flier,7,3.7143
1244,metro,36,2.9167
1245,gridlockd,19,3.2105
1246,bushwhacked,7,1.5714
1247,bad girls,6,1.8333
1248,blink,19,3.0
1249,for love or money,12,2.8333
1250,best of the best 3 no turning back,6,1.5
1251,a chef in love,8,4.125
1252,contempt mépris le,9,3.0
1253,tie that binds the,7,2.4286
1254,gone fishin,11,1.8182
1255,broken english,8,2.25
1256,designated mourner the,3,2.0
1257,designated mourner the,4,1.75
1258,trial and error,23,2.5217
1259,pie in the sky,4,2.0
1260,total eclipse,4,2.75
1261,run of the country the,4,3.25
1262,walking and talking,8,3.625
1263,foxfire,15,2.9333
1264,nothing to lose,7,3.2857
1265,star maps,19,3.0526
1266,bread and chocolate pane e cioccolata,12,3.1667
1267,clockers,33,3.0
1268,bitter moon,10,3.3
1269,love in the afternoon,10,3.9
1270,life with mikey,7,2.2857
1271,north,7,2.7143
1272,talking about sex,5,1.8
1273,color of night,15,2.7333
1274,robocop 3,11,1.7273
1275,killer bulletproof heart,4,2.5
1276,sunset park,8,2.5
1277,set it off,19,3.4211
1278,selena,16,3.625
1279,wild america,9,2.8889
1280,gang related,16,2.6875
1281,manny  lo,13,3.1538
1282,grass harp the,9,3.2222
1283,out to sea,19,2.6842
1284,before and after,26,2.8462
1285,princess caraboo,15,3.1333
1286,shall we dance,17,3.7059
1287,ed,6,1.3333
1288,denise calls up,7,3.0
1289,jack and sarah,7,2.1429
1290,country life,2,1.5
1291,celtic pride,15,2.2
1292,simple wish a,3,1.6667
1293,star kid,3,5.0
1294,ayn rand a sense of life,7,3.1429
1295,kicked in the head,7,2.5714
1296,indian summer,20,3.25
1297,love affair,12,2.8333
1298,band wagon the,9,3.6667
1299,penny serenade,8,3.0
1300,til there was you,9,2.3333
1301,stripes,5,3.8
1302,late bloomers,5,3.4
1303,getaway the,18,2.3333
1304,new york cop,2,2.5
1305,national lampoons senior trip,7,2.4286
1306,delta of venus,2,3.0
1307,carmen miranda bananas is my business,2,1.5
1308,babyfever,2,1.0
1309,very natural thing a,1,1.0
1310,walk in the sun a,1,3.0
1311,waiting to exhale,16,2.5
1312,pompatus of love the,7,3.0
1313,palmetto,14,3.1429
1314,surviving the game,11,2.4545
1315,inventing the abbotts,23,3.1304
1316,horse whisperer the,7,2.7143
1317,journey of august king the,4,2.0
1318,catwalk,3,1.3333
1319,neon bible the,4,1.75
1320,homage,1,1.0
1321,open season,2,2.5
1322,metisse café au lait,6,2.3333
1323,wooden mans bride the wu kui,3,2.6667
1324,loaded,5,2.4
1325,august,1,1.0
1326,boys,6,3.3333
1327,captives,3,2.3333
1328,of love and shadows,6,3.1667
1329,low life the,1,1.0
1330,an unforgettable summer,4,2.5
1331,last klezmer leopold kozlowski his life and music the,4,3.0
1332,my life and times with antonin artaud en compagnie dantonin artaud,2,2.0
1333,midnight dancers sibak,5,2.8
1334,somebody to love,2,1.0
1335,american buffalo,11,2.6364
1336,kazaam,10,1.8
1337,larger than life,9,2.3333
1338,two deaths,4,2.25
1339,stefano quantestorie,1,1.0
1340,crude oasis the,1,1.0
1341,hedd wyn,1,1.0
1342,convent the convento o,2,2.5
1343,lotto land,1,1.0
1344,story of xinghua the,5,3.2
1345,day the sun turned cold the tianguo niezi,2,2.0
1346,dingo,5,2.4
1347,ballad of narayama the narayama bushiko,4,2.75
1348,every other weekend,1,1.0
1349,mille bolle blu,1,1.0
1350,crows and sparrows,2,1.5
1351,lovers knot,3,2.0
1352,shadow of angels schatten der engel,1,1.0
1353,1900,5,2.6
1354,venicevenice,2,1.0
1355,infinity,6,2.6667
1356,eds next move,3,2.6667
1357,for the moment,3,2.6667
1358,the deadly cure,2,3.0
1359,boys in venice,2,1.0
1360,sexual life of the belgians the,2,1.5
1361,search for oneeye jimmy the,3,2.6667
1362,american strays,2,2.0
1363,leopard son the,1,1.0
1364,bird of prey,1,1.0
1365,johnny 100 pesos,2,1.5
1366,jlgjlg  autoportrait de décembre,1,1.0
1367,faust,5,4.2
1368,mina tannenbaum,6,3.6667
1369,forbidden christ the cristo proibito il,4,2.75
1370,i cant sleep jai pas sommeil,3,2.6667
1371,machine the,2,1.5
1372,stranger the,3,3.0
1373,good morning,1,1.0
1374,falling in love again,2,1.0
1375,cement garden the,10,3.6
1376,meet wally sparks,7,2.1429
1377,hotel de love,4,3.25
1378,rhyme  reason,5,2.2
1379,love and other catastrophes,7,2.8571
1380,hollow reed,6,2.3333
1381,losing chase,8,3.25
1382,bonheur le,4,2.0
1383,second jungle book mowgli  baloo the,6,2.0
1384,squeeze,3,1.6667
1385,roseannas grave for roseanna,5,2.8
1386,tetsuo ii body hammer,6,2.6667
1387,fall,3,2.0
1388,gabbeh,6,3.3333
1389,mondo,3,3.0
1390,innocent sleep the,2,2.0
1391,for ever mozart,3,2.0
1392,locusts the,5,2.0
1393,stag,9,2.1111
1394,swept from the sea,7,2.4286
1395,hurricane streets,6,2.3333
1396,stonewall,5,4.2
1397,of human bondage,5,3.2
1398,anna,2,4.5
1399,stranger in the house,7,2.4286
1400,picture bride,10,3.1
1401,m butterfly,18,3.2222
1402,ciao professore,4,2.75
1403,caro diario dear diary,4,2.75
1404,withnail and i,13,3.2308
1405,boys life 2,6,3.3333
1406,when night is falling,5,3.4
1407,specialist the,20,2.25
1408,gordy,3,1.0
1409,swan princess the,7,2.8571
1410,harlem,4,2.75
1411,barbarella,28,2.5714
1412,land before time iii the time of the great giving 1,6,1.6667
1413,street fighter,8,2.75
1414,coldblooded,1,2.0
1415,next karate kid the,9,2.4444
1416,no escape,5,2.4
1417,turning the,2,2.5
1418,joy luck club the,3,3.6667
1419,highlander iii the sorcerer,16,2.125
1420,gilligans island the movie,3,1.3333
1421,my crazy life mi vida loca,11,3.1818
1422,suture,4,2.25
1423,walking dead the,4,2.25
1424,i like it like that,3,2.3333
1425,ill do anything,10,2.6
1426,grace of my heart,8,3.25
1427,drunks,5,2.8
1428,suburbia,12,3.6667
1429,sliding doors,4,2.75
1430,ill gotten gains,3,2.3333
1431,legal deceit,5,3.4
1432,mighty the,3,1.0
1433,men of means,2,2.0
1434,shooting fish,10,2.5
1435,steal big steal little,7,2.5714
1436,mr jones,2,2.5
1437,house party 3,9,2.0
1438,panther,5,2.4
1439,jasons lyric,8,3.0
1440,above the rim,5,3.0
1441,moonlight and valentino,7,2.5714
1442,scarlet letter the,5,2.4
1443,8 seconds,4,3.75
1444,that darn cat,19,2.4737
1445,ladybird ladybird,4,2.75
1446,bye bye love,15,3.1333
1447,century,1,3.0
1448,my favorite season,3,3.6667
1449,pather panchali,8,4.625
1450,golden earrings,2,4.0
1451,foreign correspondent,15,3.8667
1452,lady of burlesque,1,4.0
1453,angel on my shoulder,1,2.0
1454,angel and the badman,6,3.0
1455,outlaw the,2,2.5
1456,beat the devil,7,3.7143
1457,love is all there is,1,3.0
1458,damsel in distress a,1,4.0
1459,madame butterfly,7,3.5714
1460,sleepover,1,3.0
1461,here comes cookie,1,2.0
1462,thieves voleurs les,7,3.7143
1463,boys les,3,3.3333
1464,stars fell on henrietta the,3,2.3333
1465,last summer in the hamptons,3,2.3333
1466,margarets museum,6,4.0
1467,saint of fort washington the,2,5.0
1468,cure the,6,3.3333
1469,tom and huck,12,3.1667
1470,gumby the movie,5,2.6
1471,hideaway,9,2.4444
1472,visitors the visiteurs les,2,3.5
1473,little princess the,9,3.5556
1474,nina takes a lover,6,2.8333
1475,bhaji on the beach,8,2.875
1476,raw deal,1,2.0
1477,nightwatch,2,2.5
1478,dead presidents,18,2.7222
1479,reckless,8,2.75
1480,herbie rides again,11,2.2727
1481,sfw,2,3.0
1482,gate of heavenly peace the,1,4.0
1483,man in the iron mask the,12,3.4167
1484,jerky boys the,3,2.6667
1485,colonel chabert le,4,3.5
1486,girl in the cadillac,1,1.0
1487,even cowgirls get the blues,5,2.0
1488,germinal,4,3.0
1489,chasers,5,2.2
1490,fausto,3,3.0
1491,tough and deadly,2,3.0
1492,window to paris,1,4.0
1493,modern affair a,1,1.0
1494,mostro il,1,1.0
1495,flirt,5,3.6
1496,carpool,5,2.8
1497,line king al hirschfeld the,2,3.0
1498,farmer  chase,1,4.0
1499,grosse fatigue,4,3.25
1500,santa with muscles,2,5.0
1501,prisoner of the mountains kavkazsky plennik,5,3.0
1502,naked in new york,2,1.5
1503,gold diggers the secret of bear mountain,10,3.1
1504,bewegte mann der,3,3.6667
1505,killer a journal of murder,1,4.0
1506,nelly  monsieur arnaud,3,3.6667
1507,three lives and only one death,1,3.0
1508,babysitter the,3,2.3333
1509,getting even with dad,5,1.6
1510,mad dog time,1,3.0
1511,children of the revolution,5,3.2
1512,world of apu the apur sansar,6,4.0
1513,sprung,3,2.0
1514,dream with the fishes,7,3.1429
1515,wings of courage,1,4.0
1516,wedding gift the,3,4.0
1517,race the sun,5,2.8
1518,losing isaiah,12,3.0
1519,new jersey drive,2,3.0
1520,fear the,1,3.0
1521,mr wonderful,4,3.0
1522,trial by jury,7,2.4286
1523,good man in africa a,2,3.0
1524,kaspar hauser,8,4.25
1525,object of my affection the,1,4.0
1526,witness,1,4.0
1527,senseless,7,2.4286
1528,nowhere,3,2.3333
1529,underground,5,2.8
1530,jefferson in paris,5,2.0
1531,far from home the adventures of yellow dog,7,3.2857
1532,foreign student,2,2.0
1533,i dont want to talk about it de eso no se habla,1,4.0
1534,twin town,6,2.1667
1535,enfer l,4,3.0
1536,aiqing wansui,1,5.0
1537,cosi,4,4.0
1538,all over me,3,3.0
1539,being human,4,1.75
1540,amazing panda adventure the,10,2.8
1541,beans of egypt maine the,2,3.5
1542,scarlet letter the,2,3.0
1543,johns,1,3.0
1544,it takes two,3,2.6667
1545,frankie starlight,4,2.5
1546,shadows cienie,1,1.0
1547,show the,2,3.0
1548,the courtyard,1,1.0
1549,dream man,2,1.5
1550,destiny turns on the radio,2,3.0
1551,glass shield the,2,2.0
1552,hunted the,3,2.0
1553,underneath the,4,2.75
1554,safe passage,2,3.0
1555,secret adventures of tom thumb the,5,2.6
1556,condition red,2,2.0
1557,yankee zulu,1,1.0
1558,aparajito,7,3.5714
1559,hostile intentions,1,1.0
1560,clean slate coup de torchon,4,2.75
1561,tigrero a film that was never made,1,1.0
1562,eye of vichy the oeil de vichy l,1,1.0
1563,promise the versprechen das,1,1.0
1564,to cross the rubicon,1,1.0
1565,daens,1,1.0
1566,man from down under the,1,1.0
1567,careful,1,1.0
1568,vermont is for lovers,1,1.0
1569,vie est belle la life is rosey,1,1.0
1570,quartier mozart,1,1.0
1571,touki bouki journey of the hyena,1,1.0
1572,wend kuuni gods gift,1,1.0
1573,spirits of the dead tre passi nel delirio,2,2.5
1574,pharaohs army,1,1.0
1575,i worst of all yo la peor de todas,1,1.0
1576,hungarian fairy tale a,1,1.0
1577,death in the garden mort en ce jardin la,1,1.0
1578,collectionneuse la,2,2.0
1579,baton rouge,1,1.0
1580,liebelei,1,1.0
1581,woman in question the,1,1.0
1582,tmen,1,1.0
1583,invitation the zaproszenie,1,1.0
1584,symphonie pastorale la,1,1.0
1585,american dream,2,2.5
1586,lashou shentan,1,1.0
1587,terror in a texas town,1,1.0
1588,salut cousin,2,2.0
1589,schizopolis,4,3.0
1590,to have or not,2,2.0
1591,duoluo tianshi,6,3.1667
1592,magic hour the,5,3.6
1593,death in brunswick,1,4.0
1594,everest,2,4.5
1595,shopping,1,2.0
1596,nemesis 2 nebula,1,2.0
1597,romper stomper,5,3.0
1598,city of industry,6,2.5
1599,someone elses america,1,5.0
1600,guantanamera,4,3.75
1601,office killer,1,1.0
1602,price above rubies a,3,3.3333
1603,angela,1,3.0
1604,he walked by night,1,4.0
1605,love serenade,4,3.0
1606,deceiver,1,2.0
1607,hurricane streets,3,3.3333
1608,buddy,4,2.25
1609,baps,3,1.6667
1610,truth or consequences nm,3,2.0
1611,intimate relations,2,3.0
1612,leading man the,4,3.75
1613,tokyo fist,1,4.0
1614,reluctant debutante the,1,3.0
1615,warriors of virtue,10,3.0
1616,desert winds,1,4.0
1617,hugo pool,2,3.0
1618,king of new york,1,1.0
1619,all things fair,1,3.0
1620,sixth man the,9,3.2222
1621,butterfly kiss,1,1.0
1622,paris france,3,2.3333
1623,cérémonie la,3,4.0
1624,hush,1,2.0
1625,nightwatch,1,4.0
1626,nobody loves me keiner liebt mich,1,1.0
1627,wife the,1,3.0
1628,lamerica,4,3.75
1629,nico icon,2,4.0
1630,silence of the palace the saimt el qusur,1,3.0
1631,slingshot the,2,3.5
1632,land and freedom tierra y libertad,1,3.0
1633,á köldum klaka cold fever,1,3.0
1634,etz hadomim tafus under the domin tree,1,2.0
1635,two friends ,1,3.0
1636,brothers in trouble,1,4.0
1637,girls town,1,3.0
1638,normal life,1,3.0
1639,bitter sugar azucar amargo,3,4.3333
1640,eighth day the,1,3.0
1641,dadetown,1,3.0
1642,some mothers son,2,4.5
1643,angel baby,4,3.75
1644,sudden manhattan,2,1.5
1645,butcher boy the,1,4.0
1646,men with guns,2,3.5
1647,hanabi,1,3.0
1648,niagara niagara,1,2.0
1649,big one the,1,3.0
1650,butcher boy the,1,4.0
1651,spanish prisoner the,1,4.0
1652,temptress moon feng yue,3,1.6667
1653,entertaining angels the dorothy day story,1,5.0
1654,chairman of the board,1,1.0
1655,favor the,1,2.0
1656,little city,2,3.5
1657,target,1,3.0
1658,substance of fire the,3,3.0
1659,getting away with murder,1,1.0
1660,small faces,1,2.0
1661,new age the,1,1.0
1662,rough magic,2,2.5
1663,nothing personal,1,2.0
1664,8 heads in a duffel bag,4,3.25
1665,brothers kiss a,1,2.0
1666,ripe,1,2.0
1667,next step the,1,3.0
1668,wedding bell blues,1,3.0
1669,murder and murder,1,2.0
1670,tainted,1,3.0
1671,further gesture a,1,1.0
1672,kika,2,2.0
1673,mirage,1,3.0
1674,mamma roma,1,4.0
1675,sunchaser the,1,3.0
1676,war at home the,1,2.0
1677,sweet nothing,1,3.0
1678,mat i syn,1,1.0
1679,b monkey,1,3.0
1680,sliding doors,1,2.0
1681,you so crazy,1,3.0
1682,scream of stone schrei aus stein,1,3.0
